,Company,TypeName,Ram,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Gpu brand
243,Dell,Gaming,8,Windows,2.56,608.83056,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
244,Lenovo,2 in 1 Convertible,8,Windows,1.38,747.35856,1,1,158.48253022174808,Intel Core i7,0,256,Intel
245,Dell,Notebook,8,Windows,2.2,682.2504,0,0,141.21199808219862,Intel Core i7,2000,128,AMD
246,HP,Notebook,8,Windows,2.04,387.18576,1,0,100.45466986113651,Intel Core i5,1000,0,Intel
247,Asus,Gaming,16,Windows,3.6,2077.22736,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia
248,HP,Notebook,4,Windows,1.49,467.532,0,1,165.6321180513006,Intel Core i5,500,0,Intel
249,Apple,Ultrabook,8,Mac,1.37,1412.9856,0,1,226.98300468106115,Intel Core i5,0,512,Intel
250,Dell,2 in 1 Convertible,8,Windows,2.08,567.27216,1,1,141.21199808219862,Intel Core i7,1000,0,Intel
251,Asus,Gaming,16,Windows,4.3,1246.05936,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
252,Asus,Notebook,4,Windows,1.68,324.84816,0,0,100.45466986113651,AMD Processor,1000,0,AMD
253,Lenovo,2 in 1 Convertible,8,Windows,1.37,1280.69136,1,1,158.48253022174808,Intel Core i7,0,512,Intel
254,Acer,Notebook,4,Windows,3.0,486.2332799999999,0,1,127.33567457123111,Intel Core i3,0,256,Nvidia
255,Dell,Ultrabook,8,Windows,1.41,657.3153599999999,0,0,165.6321180513006,Intel Core i5,0,256,Intel
256,HP,Notebook,8,Windows,1.91,308.848176,0,0,100.45466986113651,AMD Processor,0,128,AMD
257,HP,Notebook,16,Windows,2.9,733.5057599999999,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia
258,MSI,Gaming,16,Windows,4.14,1730.90736,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia
259,Lenovo,2 in 1 Convertible,8,Windows,2.0,1176.79536,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia
260,Dell,Notebook,8,Windows,2.8,790.99488,0,0,127.33567457123111,Intel Core i7,1000,128,AMD
261,Lenovo,Notebook,4,Other,2.2,307.53216,0,0,141.21199808219862,Intel Core i3,0,256,Intel
262,HP,Notebook,4,Windows,2.1,500.08608000000004,0,1,141.21199808219862,Intel Core i5,500,0,Intel
263,Dell,Notebook,4,Windows,2.18,455.06447999999995,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
264,Dell,Notebook,8,Windows,2.24,391.34159999999997,0,0,141.21199808219862,Intel Core i5,1000,0,AMD
265,Dell,2 in 1 Convertible,8,Windows,2.67,553.41936,1,0,141.21199808219862,Intel Core i5,0,256,Intel
266,Asus,2 in 1 Convertible,8,Windows,1.1,1038.26736,1,0,165.6321180513006,Intel Core i7,0,1024,Intel
267,Lenovo,Notebook,4,Other,2.2,323.46288,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
268,HP,Notebook,8,Windows,2.5,705.10752,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia
269,Lenovo,Notebook,8,Windows,2.05,609.5232,0,0,141.21199808219862,Intel Core i7,0,256,Intel
270,Apple,Ultrabook,8,Mac,1.37,1356.8124959999998,0,1,226.98300468106115,Intel Core i5,0,512,Intel
271,Asus,Gaming,16,Windows,3.2,1072.89936,0,0,127.33567457123111,AMD Processor,1000,256,AMD
272,Dell,Notebook,8,Other,2.14,509.13888479999997,0,0,141.21199808219862,Intel Core i7,0,256,AMD
273,Lenovo,2 in 1 Convertible,16,Windows,1.36,1730.90736,1,0,209.8006828649808,Intel Core i7,0,512,Intel
274,Toshiba,Notebook,8,Windows,2.2,562.42368,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia
275,Dell,Notebook,12,Windows,2.3,493.90080479999995,0,0,100.45466986113651,Intel Core i7,1000,0,Intel
276,Dell,Notebook,8,Other,2.8,761.21136,0,0,127.33567457123111,Intel Core i7,1000,128,AMD
277,Acer,Notebook,8,Windows,2.2,516.0168,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia
278,Lenovo,Notebook,4,Windows,2.8,338.70095999999995,0,0,106.11306214269258,Intel Core i3,1000,0,Intel
279,Lenovo,Notebook,8,Other,2.8,588.0513599999999,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia
280,Lenovo,Notebook,6,Windows,2.8,594.9777599999999,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia
281,Dell,Notebook,4,Other,2.25,296.44991999999996,0,0,141.21199808219862,Intel Core i3,1000,0,AMD
282,Lenovo,Gaming,8,Windows,2.5,574.19856,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia
283,Lenovo,Notebook,6,Windows,2.2,401.03855999999996,0,0,141.21199808219862,Intel Core i5,0,256,Intel
284,Acer,Notebook,8,Windows,3.0,658.7006399999999,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
285,Acer,Notebook,12,Windows,2.15,456.4497599999999,1,1,141.21199808219862,Intel Core i7,1000,0,Intel
286,Lenovo,Notebook,8,Windows,1.95,759.82608,0,1,141.21199808219862,Intel Core i7,0,256,Intel
287,Asus,Ultrabook,8,Windows,1.7,676.7092799999999,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
288,Lenovo,Gaming,16,Windows,2.5,816.62256,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
289,Lenovo,Notebook,8,Other,2.2,456.45668639999997,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
290,Acer,Notebook,2,Other,2.19,137.83535999999998,0,0,100.45466986113651,Other Intel Processor,0,16,Intel
291,Asus,Gaming,8,Windows,3.0,822.16368,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia
292,HP,Notebook,8,Windows,2.54,338.70095999999995,0,0,106.11306214269258,Intel Core i3,1000,0,Intel
293,Dell,Notebook,8,Windows,2.0,1266.83856,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
294,Lenovo,Notebook,8,Windows,2.05,511.86096,0,0,141.21199808219862,Intel Core i5,0,256,Intel
295,Lenovo,Gaming,8,Windows,3.2,899.7393599999999,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia
296,Acer,Notebook,8,Other,2.5,678.09456,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
297,Dell,Workstation,16,Windows,3.42,1998.1694304,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia
298,Lenovo,Notebook,6,Windows,2.4,345.62736,0,0,141.21199808219862,AMD Processor,1000,0,AMD
299,Asus,Ultrabook,16,Windows,1.63,1016.7955199999999,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
300,Asus,Notebook,4,Windows,1.3,352.55376,0,0,111.93520355955211,Intel Core i3,0,128,Intel
301,Asus,Gaming,16,Windows,2.9,1469.78208,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
302,Lenovo,Notebook,6,Windows,2.8,449.52335999999997,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia
303,Lenovo,Notebook,8,Other,2.2,380.25936,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia
304,Asus,Gaming,8,Windows,2.5,876.1895999999999,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
305,Lenovo,Notebook,4,Other,2.2,249.34347359999998,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
306,HP,2 in 1 Convertible,16,Windows,1.28,1367.964,1,0,165.6321180513006,Intel Core i7,0,256,Intel
307,Toshiba,Notebook,8,Windows,2.2,722.4235199999999,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
308,Lenovo,Notebook,8,Windows,2.3,567.27216,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia
309,HP,Notebook,4,Windows,1.86,324.84816,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
310,Lenovo,Notebook,8,Windows,1.1,691.94736,0,1,165.6321180513006,Intel Core i5,0,256,Intel
311,Dell,Ultrabook,16,Windows,1.21,1730.90736,1,1,331.2642361026012,Intel Core i7,0,1000,Intel
312,MSI,Gaming,16,Windows,2.8,1453.8513599999999,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
313,Acer,Notebook,8,Windows,2.23,324.84816,0,0,141.21199808219862,AMD Processor,0,256,AMD
314,Asus,2 in 1 Convertible,2,Windows,1.1,190.476,1,0,135.0942111925629,Other Intel Processor,0,0,Intel
315,Dell,Notebook,8,Windows,2.33,584.58816,0,0,141.21199808219862,Intel Core i5,1000,128,AMD
316,HP,2 in 1 Convertible,16,Windows,1.29,1696.2753599999999,1,1,331.2642361026012,Intel Core i7,0,1000,Intel
317,Lenovo,Notebook,4,Other,1.45,318.545136,0,0,117.82653006268643,Other Intel Processor,0,0,Intel
318,HP,Notebook,8,Windows,1.95,678.7872,0,0,157.3505121487356,Intel Core i5,0,256,Intel
319,Acer,Notebook,4,Windows,1.4,335.93039999999996,0,0,135.0942111925629,Other Intel Processor,0,0,Intel
320,HP,Notebook,8,Windows,1.48,894.8908799999999,0,0,157.3505121487356,Intel Core i7,0,256,Intel
321,Lenovo,Notebook,4,Windows,2.79,407.96495999999996,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia
322,Asus,Notebook,8,Windows,2.0,757.74816,0,0,157.3505121487356,Intel Core i7,0,256,Intel
323,HP,Notebook,8,Windows,2.1,624.7612799999999,0,1,100.45466986113651,Intel Core i7,1000,0,Intel
324,Acer,Notebook,8,Windows,2.2,456.4497599999999,0,0,100.45466986113651,AMD Processor,0,256,AMD
325,Lenovo,Notebook,4,Windows,1.44,202.25088,0,0,111.93520355955211,Other Intel Processor,0,0,Intel
326,Acer,Notebook,6,Windows,2.23,380.25936,0,0,100.45466986113651,Intel Core i5,1000,0,Intel
327,Asus,Ultrabook,8,Windows,1.7,727.202736,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
328,HP,Ultrabook,8,Windows,1.26,924.6744,0,0,176.23257360658386,Intel Core i7,0,256,Intel
329,Dell,Notebook,32,Windows,2.06,1827.8769599999996,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia
330,MSI,Gaming,8,Windows,2.7,830.47536,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
331,Toshiba,Notebook,8,Windows,2.0,653.1595199999999,0,1,141.21199808219862,Intel Core i5,0,256,Intel
332,Asus,Notebook,8,Windows,2.0,923.98176,0,0,157.3505121487356,Intel Core i7,1000,256,Intel
333,Lenovo,Notebook,4,Windows,1.85,310.99536,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
334,Asus,Gaming,8,Windows,2.5,691.94736,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
335,HP,Notebook,8,Windows,1.48,878.2675199999999,0,0,157.3505121487356,Intel Core i5,0,256,Intel
336,Dell,Ultrabook,8,Windows,1.9,726.57936,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia
337,HP,Notebook,8,Windows,1.84,792.3801599999999,0,0,141.21199808219862,Intel Core i5,0,256,Intel
338,Asus,Notebook,4,Other,2.0,190.46907359999997,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
339,Dell,Notebook,8,Windows,2.0,791.51436,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
340,Dell,Notebook,4,Other,2.2,190.406736,0,0,100.45466986113651,Other Intel Processor,500,0,Intel
341,Lenovo,Notebook,12,Windows,2.2,622.68336,0,0,141.21199808219862,AMD Processor,2000,0,AMD
342,HP,Notebook,8,Windows,2.1,495.93024,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia
343,Lenovo,2 in 1 Convertible,16,Windows,1.4,1453.8513599999999,1,1,316.96506044349616,Intel Core i7,0,512,Intel
344,Dell,Ultrabook,8,Windows,1.2,1093.6785599999998,0,0,165.6321180513006,Intel Core i7,0,256,Intel
345,Lenovo,Gaming,16,Windows,2.4,781.99056,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia
346,HP,Notebook,2,Windows,1.44,193.24656,0,0,111.93520355955211,Other Intel Processor,0,0,Intel
347,Dell,Ultrabook,16,Windows,1.88,1113.7374144,0,0,141.21199808219862,Intel Core i7,0,768,Intel
348,Asus,2 in 1 Convertible,4,Windows,1.5,259.74,1,0,135.0942111925629,Other Intel Processor,0,0,Intel
349,Dell,Ultrabook,8,Windows,1.9,459.22031999999996,0,0,141.21199808219862,Intel Core i5,1000,0,AMD
350,Dell,Notebook,16,Windows,2.06,1404.2721888,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia
351,HP,Notebook,8,Windows,1.84,903.20256,0,0,141.21199808219862,Intel Core i7,0,256,Intel
352,MSI,Gaming,8,Windows,2.7,975.92976,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia
353,HP,Workstation,8,Windows,2.6,1203.9953328,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
354,Toshiba,Notebook,16,Windows,2.4,971.7739199999999,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia
355,Dell,Notebook,8,Windows,2.02,672.4841759999998,0,0,141.21199808219862,Intel Core i7,2000,128,AMD
356,Lenovo,Notebook,4,Other,2.2,223.02315360000006,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
357,Dell,Gaming,8,Windows,2.65,691.94736,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia
358,Dell,Notebook,8,Windows,2.36,386.05675679999996,1,0,100.45466986113651,Intel Core i5,2000,0,Intel
359,Dell,Notebook,8,Windows,1.36,988.3972799999999,0,0,157.3505121487356,Intel Core i5,0,256,Intel
360,HP,Notebook,4,Windows,1.86,304.06895999999995,0,0,100.45466986113651,Intel Core i3,500,0,Intel
361,Asus,Notebook,8,Windows,2.0,654.5447999999999,0,0,157.3505121487356,Intel Core i5,0,256,Intel
362,Lenovo,Notebook,6,Windows,2.8,498.00816,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia
363,HP,Notebook,8,Windows,1.86,442.59695999999997,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
364,Lenovo,Notebook,8,Other,2.2,345.62736,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia
365,HP,Notebook,8,Windows,2.04,269.43695999999994,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel
366,Dell,Notebook,8,Windows,2.8,751.5144,0,0,127.33567457123111,Intel Core i5,1000,128,AMD
367,Lenovo,Gaming,8,Other,2.4,560.3457599999999,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia
368,Dell,Notebook,8,Windows,2.33,622.68336,0,0,141.21199808219862,Intel Core i7,0,256,AMD
369,HP,Ultrabook,8,Windows,1.36,1212.12,0,1,157.3505121487356,Intel Core i7,0,256,Intel
370,Asus,2 in 1 Convertible,12,Windows,2.26,761.21136,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia
371,Acer,Notebook,4,Windows,2.1,295.06464,0,0,100.45466986113651,AMD Processor,0,128,AMD
372,Asus,Gaming,16,Windows,3.25,1523.11536,0,1,127.33567457123111,AMD Processor,1000,256,AMD
373,Lenovo,Notebook,4,Windows,2.6,338.70095999999995,0,0,106.11306214269258,AMD Processor,0,128,AMD
374,Dell,2 in 1 Convertible,8,Windows,1.62,601.9110863999999,1,0,165.6321180513006,Intel Core i7,0,256,Intel
375,HP,Notebook,4,Windows,1.91,338.6940336,0,0,141.21199808219862,AMD Processor,0,256,AMD
376,Lenovo,Netbook,4,Windows,1.59,383.02992,0,1,135.0942111925629,Other Intel Processor,0,128,Intel
377,Dell,Notebook,4,Windows,1.8,214.02576,0,0,100.45466986113651,Other Intel Processor,500,0,Intel
378,Asus,Notebook,4,Windows,1.5,198.09503999999998,0,0,111.93520355955211,Other Intel Processor,0,0,Intel
379,Acer,Notebook,8,Other,2.4,585.97344,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
380,HP,Gaming,8,Windows,3.35,824.93424,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia
381,Lenovo,Notebook,4,Other,1.85,279.48024,0,0,141.21199808219862,Intel Core i3,0,128,Intel
382,Asus,Gaming,8,Windows,2.3,1146.3192,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
383,Lenovo,Notebook,8,Windows,1.5,761.21136,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia
384,Asus,Ultrabook,16,Windows,1.1,1211.358096,1,0,165.6321180513006,Intel Core i7,0,512,Intel
385,Lenovo,Ultrabook,8,Windows,1.13,1580.60448,0,1,209.8006828649808,Intel Core i7,0,512,Intel
386,Lenovo,Notebook,4,Windows,1.5,380.25936,0,1,165.6321180513006,Intel Core i3,0,128,Intel
387,Dell,Workstation,8,Windows,2.23,948.2241599999999,0,0,141.21199808219862,Intel Core i5,500,0,AMD
388,Dell,Workstation,8,Windows,2.0,1478.7864,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
389,Lenovo,2 in 1 Convertible,16,Windows,1.42,1737.8337599999998,1,0,209.8006828649808,Intel Core i7,0,512,Intel
390,Asus,Gaming,8,Windows,3.0,719.6529599999999,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia
391,Asus,Gaming,16,Windows,3.0,1101.9902399999999,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
392,Acer,Notebook,12,Windows,2.2,480.68523359999995,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia
393,MSI,Gaming,8,Windows,2.7,934.37136,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia
394,Dell,Notebook,8,Other,2.33,539.4765168,0,0,141.21199808219862,Intel Core i7,0,256,AMD
395,HP,Ultrabook,4,Windows,1.91,345.62736,0,0,141.21199808219862,AMD Processor,0,256,AMD
396,Lenovo,Notebook,8,Windows,2.1,851.6424384,0,1,141.21199808219862,Intel Core i7,0,256,AMD
397,Lenovo,Notebook,8,Windows,1.9,649.69632,0,1,157.3505121487356,Intel Core i5,0,256,Intel
398,Dell,Workstation,8,Windows,1.78,1878.4396799999997,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia
399,Lenovo,Ultrabook,16,Windows,1.13,1818.1799999999998,0,1,209.8006828649808,Intel Core i7,0,1000,Intel
400,Lenovo,Notebook,4,Windows,2.2,211.94783999999999,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel
401,Asus,Gaming,16,Windows,2.9,1059.04656,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
402,Lenovo,Notebook,8,Windows,2.1,792.7264799999999,0,1,141.21199808219862,Intel Core i5,1000,256,AMD
403,Acer,Notebook,8,Other,2.5,608.83056,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
404,MSI,Gaming,16,Windows,2.8,1557.7473599999998,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
405,Asus,Ultrabook,8,Windows,1.1,1297.31472,0,0,157.3505121487356,Intel Core i7,0,512,Intel
406,Toshiba,Ultrabook,16,Windows,1.2,1210.04208,0,0,165.6321180513006,Intel Core i7,0,512,Intel
407,Dell,Ultrabook,8,Windows,1.36,1163.6352,0,0,157.3505121487356,Intel Core i7,0,512,Intel
408,Lenovo,Notebook,4,Windows,2.2,283.28976,0,0,141.21199808219862,Intel Core i3,500,0,Intel
409,Lenovo,Notebook,2,Windows,1.15,210.874248,0,0,135.0942111925629,Other Intel Processor,0,0,Intel
410,Lenovo,Workstation,8,Windows,2.67,1333.3319999999999,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
411,Lenovo,Ultrabook,8,Windows,1.7,1345.7995199999998,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia
412,HP,Notebook,4,Windows,2.1,324.84816,0,0,141.21199808219862,Intel Core i3,1000,0,AMD
413,Acer,2 in 1 Convertible,8,Windows,1.6,546.4998863999999,1,1,165.6321180513006,Intel Core i7,0,256,Intel
414,Asus,2 in 1 Convertible,8,Windows,1.27,642.76992,1,1,165.6321180513006,Intel Core i5,0,256,Intel
415,Dell,Notebook,4,Other,2.3,414.822096,0,0,141.21199808219862,Intel Core i5,0,256,AMD
416,Dell,Notebook,4,Windows,1.65,477.22896,0,0,117.82653006268643,Intel Core i3,0,128,Intel
417,HP,Ultrabook,8,Windows,1.43,1038.96,0,0,157.3505121487356,Intel Core i7,0,256,Intel
418,Dell,Notebook,8,Windows,2.14,373.990968,0,0,100.45466986113651,Intel Core i5,1000,0,Intel
419,Lenovo,Ultrabook,8,Windows,1.75,841.8208032000001,0,1,157.3505121487356,Intel Core i7,0,256,AMD
420,Lenovo,2 in 1 Convertible,16,Windows,2.0,1315.3233599999999,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia
421,Chuwi,Notebook,6,Windows,1.4,310.99536,0,1,267.3384360344031,Other Intel Processor,0,0,Intel
422,HP,Notebook,8,Windows,2.31,988.3972799999999,0,0,141.21199808219862,Intel Core i7,0,256,Intel
423,Asus,Notebook,8,Other,2.3,413.50608,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia
424,Dell,Gaming,16,Windows,4.42,1938.6993599999998,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia
425,Dell,Gaming,8,Windows,2.62,802.7697599999999,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
426,Dell,Notebook,8,Windows,2.02,791.271936,0,0,141.21199808219862,Intel Core i7,2000,256,AMD
427,Dell,Ultrabook,8,Other,1.6,761.21136,0,0,157.3505121487356,Intel Core i7,0,256,Intel
428,HP,Gaming,12,Windows,3.35,1384.58736,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia
429,Mediacom,2 in 1 Convertible,4,Windows,1.16,207.09936,1,1,189.90579052433606,Other Intel Processor,0,32,Intel
430,Samsung,Netbook,4,Other,1.15,186.32016,0,0,135.0942111925629,Other Intel Processor,0,0,Intel
431,Lenovo,Notebook,8,Windows,1.4,699.5664,0,1,165.6321180513006,Intel Core i7,0,256,Intel
432,Lenovo,Notebook,4,Windows,1.7,414.89136,0,1,157.3505121487356,Intel Core i3,0,128,Intel
433,Lenovo,Workstation,16,Windows,2.3,1693.5048,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia
434,Lenovo,Notebook,16,Windows,2.5,1696.2753599999999,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
435,Asus,Gaming,8,Windows,3.2,1174.0248,0,0,127.33567457123111,AMD Processor,1000,256,AMD
436,HP,Notebook,4,Windows,2.1,240.34608,0,0,100.45466986113651,Other Intel Processor,500,0,Intel
437,Google,Ultrabook,16,Other,1.1,1523.11536,1,0,234.50740003017813,Intel Core i7,0,512,Intel
438,Lenovo,Ultrabook,24,Windows,1.32,1649.86848,0,0,209.8006828649808,Intel Core i7,0,512,Intel
439,Asus,Notebook,4,Other,2.0,387.18576,0,0,141.21199808219862,Intel Core i5,0,256,Intel
440,Lenovo,Notebook,8,Windows,2.8,359.48015999999996,0,0,106.11306214269258,AMD Processor,1000,0,AMD
441,Dell,Notebook,4,Windows,2.2,518.78736,0,0,141.21199808219862,Intel Core i5,0,256,AMD
442,Lenovo,Ultrabook,8,Windows,1.36,989.7825599999999,0,1,176.23257360658386,Intel Core i5,0,256,Intel
443,Lenovo,Notebook,4,Windows,2.2,241.73136,0,0,141.21199808219862,Other Intel Processor,0,128,Intel
444,HP,Gaming,8,Windows,2.2,761.21136,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
445,Dell,Notebook,8,Windows,1.64,816.62256,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia
446,Acer,Notebook,4,Other,2.4,306.008352,0,0,100.45466986113651,Intel Core i5,500,0,Intel
447,Dell,Workstation,8,Windows,2.23,1380.4315199999999,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia
448,MSI,Gaming,8,Windows,2.2,711.8538336,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
449,Microsoft,Ultrabook,16,Windows,1.25,1793.2449599999998,1,0,200.84255993695703,Intel Core i7,0,512,Intel
450,HP,Notebook,8,Windows,1.91,407.96495999999996,0,0,100.45466986113651,Intel Core i5,0,128,Intel
451,Dell,Workstation,16,Windows,2.17,1367.964,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
452,HP,Workstation,8,Windows,2.31,1062.50976,0,1,141.21199808219862,Intel Core i7,0,512,Intel
453,Lenovo,Notebook,8,Windows,1.65,931.6007999999998,0,0,157.3505121487356,Intel Core i5,0,256,Intel
454,Dell,Notebook,8,Windows,2.36,678.09456,0,0,141.21199808219862,Intel Core i7,1000,128,AMD
455,Dell,2 in 1 Convertible,4,Windows,1.47,331.77455999999995,1,0,135.0942111925629,Other Intel Processor,500,0,Intel
456,Dell,Notebook,8,Windows,4.42,1417.14144,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia
457,Microsoft,Ultrabook,4,Windows,1.252,685.02096,1,0,200.84255993695703,Other Intel Processor,0,128,Intel
458,Microsoft,Ultrabook,8,Windows,1.25,1246.05936,1,0,200.84255993695703,Intel Core i7,0,256,Intel
459,HP,Notebook,8,Windows,2.5,443.22033600000003,0,0,106.11306214269258,Intel Core i3,0,256,Intel
460,Acer,Notebook,4,Windows,2.23,376.79616,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia
461,Acer,Netbook,4,Windows,1.4,301.29839999999996,0,0,135.0942111925629,Other Intel Processor,0,128,Intel
462,Asus,Notebook,8,Windows,2.37,518.78736,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
463,Lenovo,Notebook,8,Other,1.5,553.41936,0,1,157.3505121487356,Intel Core i7,0,512,AMD
464,Lenovo,Notebook,8,Windows,2.67,1447.6175999999998,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
465,Asus,Notebook,4,Windows,2.0,210.56256,0,0,100.45466986113651,Other Intel Processor,500,0,Intel
466,Acer,Notebook,4,Windows,2.2,324.84816,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia
467,Dell,Notebook,8,Windows,2.02,525.71376,0,0,141.21199808219862,Intel Core i5,2000,0,AMD
468,HP,Gaming,12,Windows,3.78,1176.79536,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia
469,Lenovo,Ultrabook,12,Windows,1.4,1286.92512,0,1,209.8006828649808,Intel Core i7,0,256,Intel
470,HP,2 in 1 Convertible,8,Windows,1.29,1384.58736,1,1,331.2642361026012,Intel Core i7,0,512,Intel
471,HP,Notebook,8,Windows,1.9,799.30656,0,0,141.21199808219862,Intel Core i5,500,0,AMD
472,Google,Ultrabook,8,Other,1.1,883.116,1,0,234.50740003017813,Intel Core i5,0,128,Intel
473,Dell,Ultrabook,8,Windows,1.42,1275.738984,1,0,165.6321180513006,Intel Core i5,0,256,Intel
474,Asus,Notebook,12,Windows,2.06,899.7393599999999,0,1,282.42399616439724,Intel Core i7,1000,128,Intel
475,Dell,Notebook,8,Windows,1.79,512.5536,0,0,111.93520355955211,Intel Core i3,0,128,Intel
476,Dell,Workstation,8,Windows,1.78,1667.87712,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
477,Lenovo,Notebook,8,Windows,1.7,944.76096,0,0,157.3505121487356,Intel Core i5,0,180,Intel
478,Dell,Notebook,8,Windows,2.2,467.532,0,0,141.21199808219862,Intel Core i5,1000,0,AMD
479,Toshiba,Notebook,8,Windows,1.05,1158.09408,0,1,165.6321180513006,Intel Core i5,0,256,Intel
480,Dell,Notebook,8,Windows,2.16,874.11168,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia
481,Dell,Notebook,4,Windows,2.18,406.302624,0,0,100.45466986113651,Intel Core i3,1000,0,Intel
482,HP,Notebook,4,Windows,1.49,502.85663999999997,0,1,165.6321180513006,Intel Core i5,0,128,Intel
483,Chuwi,Notebook,4,Windows,1.89,172.398096,0,0,141.21199808219862,Other Intel Processor,0,0,Intel
484,Lenovo,Notebook,4,Windows,2.3,391.34159999999997,0,0,100.45466986113651,Intel Core i3,0,128,Intel
